"Name" "EVBT-20" "EVHCC-1954-luc" "EVHCC-1954" "EVT47D" "RNABT-20" "RNAHCC-1954-luc" "RNAHCC-1954" "RNAT47D" "SerumEV1" "SerumEV2" "SerumEV3" "SerumEV4" "SerumEV5" "SerumEV6" "SerumEV7" "SerumEV8"
"636" "GeneID636" 0 0 0 3 61 62 56 344 0 0 0 0 0 0 0 0
"637" "GeneID637" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"638" "GeneID638" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"639" "GeneID639" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"640" "GeneID640" 189 18 10 15 2063 524 720 1308 4 0 0 1 1 3 1 1
"641" "GeneID641" 51 11 6 1 53 43 52 27 0 0 0 0 0 0 0 0
"642" "GeneID642" 48 5 9 1 27 29 55 20 0 0 0 0 0 0 3 0
"643" "GeneID643" 36 8 5 0 8 17 21 4 0 0 0 0 0 0 0 0
"644" "GeneID644" 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"645" "GeneID645" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"646" "GeneID646" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"647" "GeneID647" 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0
"648" "GeneID648" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"649" "GeneID649" 8 1 0 1 561 214 291 849 0 0 0 0 0 0 0 0
"650" "GeneID650" 7 3 0 0 481 211 353 875 0 0 0 0 1 0 0 0
"651" "GeneID651" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"652" "GeneID652" 0 0 0 0 80 30 48 126 0 0 2 1 0 0 0 0
"653" "GeneID653" 9 1 0 9 84 41 47 247 19 20 39 9 66 10 15 24
"654" "GeneID654" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"655" "GeneID655" 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0
"656" "GeneID656" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"657" "GeneID657" 0 0 0 0 59 61 72 108 0 0 0 0 0 0 0 0
"658" "GeneID658" 0 1 0 0 22 20 39 20 0 0 0 0 1 1 0 1
"659" "GeneID659" 2 0 0 0 752 516 1003 2132 0 0 0 0 0 0 0 0
"660" "GeneID660" 0 0 0 0 11 11 15 9 0 0 0 0 0 0 0 0
"661" "GeneID661" 0 0 2 0 1 38 40 0 0 0 0 0 0 0 0 0
"662" "GeneID662" 6 23 10 1 249 883 769 0 3 0 0 0 5 0 2 0
"663" "GeneID663" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"664" "GeneID664" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"665" "GeneID665" 0 0 0 0 0 0 1 8 0 0 0 0 0 0 0 1
"666" "GeneID666" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"667" "GeneID667" 2 1 0 0 92 121 137 186 1 0 0 0 0 0 0 0
"668" "GeneID668" 19 15 4 22 2294 1606 2571 4136 3 0 1 4 7 3 2 0
"669" "GeneID669" 0 0 0 0 4 1 4 4 0 0 0 0 0 0 0 0
"670" "GeneID670" 0 0 0 0 12 8 8 8 0 0 0 1 2 0 0 0
"671" "GeneID671" 0 0 0 0 17 6 20 8 0 0 0 0 0 0 0 0
"672" "GeneID672" 0 0 0 0 8 7 7 2 0 0 0 0 0 0 0 0
"673" "GeneID673" 0 0 0 0 2 7 12 10 0 0 0 0 0 0 0 0
"674" "GeneID674" 0 0 0 2 434 586 1055 563 0 0 0 2 1 1 2 0
"675" "GeneID675" 7 6 5 48 657 235 375 2495 11 5 16 3 6 16 5 1
"676" "GeneID676" 0 0 0 1 8 5 5 71 0 0 0 0 0 0 0 0
"677" "GeneID677" 0 0 0 0 0 1 5 7 0 0 0 0 0 0 0 0
"678" "GeneID678" 0 0 0 1 162 82 178 351 0 0 0 0 0 0 0 0
"679" "GeneID679" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"680" "GeneID680" 0 0 0 0 0 11 5 2 0 0 0 0 0 0 0 0
"681" "GeneID681" 0 7 6 12 136 4543 6731 7344 24 0 1 10 6 5 12 0
"682" "GeneID682" 0 0 0 0 15 0 0 6 0 0 0 0 0 0 0 0
"683" "GeneID683" 0 0 0 0 5 0 1 3 2 0 0 0 0 0 1 0
"684" "GeneID684" 0 0 0 0 4 0 0 3 0 0 0 0 0 0 0 0
"685" "GeneID685" 0 0 0 0 29 0 0 9 1 0 0 0 0 0 11 0
"686" "GeneID686" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"687" "GeneID687" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"688" "GeneID688" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"689" "GeneID689" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"690" "GeneID690" 0 2 0 0 24 31 18 7 0 0 0 0 0 0 0 0
"691" "GeneID691" 0 0 0 0 8 4 7 3 0 0 0 0 0 0 0 0
"692" "GeneID692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"693" "GeneID693" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"694" "GeneID694" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"695" "GeneID695" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"696" "GeneID696" 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0
"697" "GeneID697" 5 2 0 0 1317 606 923 421 1 1 0 2 0 0 0 0
"698" "GeneID698" 1 5 4 2 721 464 1101 521 0 0 0 0 2 2 0 0
"699" "GeneID699" 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0
"700" "GeneID700" 1 0 0 0 2 0 2 1 0 0 0 0 0 0 0 0
"701" "GeneID701" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"702" "GeneID702" 0 0 0 0 3 4 2 1 0 0 0 1 0 0 0 0
"703" "GeneID703" 1 0 1 0 17 12 13 4 1 0 0 4 1 2 5 0
"704" "GeneID704" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"705" "GeneID705" 0 0 0 0 2 1 4 3 0 0 0 0 0 0 0 0
"706" "GeneID706" 0 2 1 0 18 19 25 14 0 0 0 0 0 0 0 0
"707" "GeneID707" 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0
"708" "GeneID708" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"709" "GeneID709" 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0
"710" "GeneID710" 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0
"711" "GeneID711" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"712" "GeneID712" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"713" "GeneID713" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"714" "GeneID714" 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0
"715" "GeneID715" 0 0 1 0 14 22 51 79 0 0 0 1 1 0 0 0
"716" "GeneID716" 0 0 0 0 1 3 4 46 0 0 1 0 0 0 0 0
"717" "GeneID717" 0 0 0 0 0 0 2 3 0 0 0 0 0 0 0 0
"718" "GeneID718" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"719" "GeneID719" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"720" "GeneID720" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"721" "GeneID721" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"722" "GeneID722" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"723" "GeneID723" 0 0 0 0 0 0 0 3 0 0 0 1 0 1 0 0
"724" "GeneID724" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"725" "GeneID725" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"726" "GeneID726" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"727" "GeneID727" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"728" "GeneID728" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"729" "GeneID729" 0 0 0 0 2 2 1 1 0 0 0 0 0 0 0 0
"730" "GeneID730" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"731" "GeneID731" 0 0 0 0 1 1 2 0 0 0 0 0 0 0 1 0
"732" "GeneID732" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"733" "GeneID733" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"734" "GeneID734" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"735" "GeneID735" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"736" "GeneID736" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"737" "GeneID737" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"738" "GeneID738" 0 1 1 2 205 91 153 371 0 0 0 0 0 0 0 0
"739" "GeneID739" 0 1 0 0 4 6 9 26 0 0 0 0 0 0 0 0
"740" "GeneID740" 0 2 2 7 168 71 143 322 1 0 0 0 0 0 0 0
"741" "GeneID741" 0 0 0 2 10 15 15 20 1 0 0 1 0 0 0 0
"742" "GeneID742" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"743" "GeneID743" 1 0 1 0 10 0 1 3 0 0 0 0 0 0 0 0
"744" "GeneID744" 0 0 0 0 1 4 2 6 0 0 0 0 0 0 0 0
"745" "GeneID745" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"746" "GeneID746" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"747" "GeneID747" 0 0 0 0 0 5 5 7 0 0 0 0 0 0 0 0
"748" "GeneID748" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"749" "GeneID749" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"750" "GeneID750" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"751" "GeneID751" 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0
"752" "GeneID752" 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0
"753" "GeneID753" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"754" "GeneID754" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"755" "GeneID755" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"756" "GeneID756" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"757" "GeneID757" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"758" "GeneID758" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"759" "GeneID759" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"760" "GeneID760" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"761" "GeneID761" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"762" "GeneID762" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"763" "GeneID763" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"764" "GeneID764" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"765" "GeneID765" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"766" "GeneID766" 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0
"767" "GeneID767" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"768" "GeneID768" 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0
"769" "GeneID769" 1 0 0 0 5 13 15 13 0 0 0 0 0 0 0 0
"770" "GeneID770" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"771" "GeneID771" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"772" "GeneID772" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"773" "GeneID773" 1 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0
"774" "GeneID774" 0 0 0 0 6 0 0 2 0 0 0 0 0 0 0 0
"775" "GeneID775" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"776" "GeneID776" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"777" "GeneID777" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"778" "GeneID778" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"779" "GeneID779" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"780" "GeneID780" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"781" "GeneID781" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"782" "GeneID782" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"783" "GeneID783" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"784" "GeneID784" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"785" "GeneID785" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"786" "GeneID786" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"787" "GeneID787" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"788" "GeneID788" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"789" "GeneID789" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"790" "GeneID790" 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0
"791" "GeneID791" 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0
"792" "GeneID792" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"793" "GeneID793" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"794" "GeneID794" 0 0 0 0 1 1 3 0 0 0 0 0 0 0 0 0
"795" "GeneID795" 0 0 0 0 5 12 12 8 0 0 0 0 0 0 0 0
"796" "GeneID796" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"797" "GeneID797" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"798" "GeneID798" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"799" "GeneID799" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"800" "GeneID800" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"801" "GeneID801" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"802" "GeneID802" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"803" "GeneID803" 0 0 0 0 25 0 0 0 0 0 0 0 0 0 0 0
"804" "GeneID804" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"805" "GeneID805" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"806" "GeneID806" 1 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0
"807" "GeneID807" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"808" "GeneID808" 0 0 0 0 20 0 0 0 0 0 0 0 0 0 0 0
"809" "GeneID809" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"810" "GeneID810" 1 0 0 0 43 129 101 35 2 0 0 3 0 2 2 0
"811" "GeneID811" 0 0 1 0 109 171 171 66 6 0 0 4 1 1 8 0
"812" "GeneID812" 0 0 2 0 9 42 11 9 0 0 0 0 0 0 0 0
"813" "GeneID813" 0 0 0 0 49 22 38 27 0 0 0 0 0 0 1 0
"814" "GeneID814" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"815" "GeneID815" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"816" "GeneID816" 0 0 1 5 0 1 0 541 0 0 1 0 1 0 2 0
"817" "GeneID817" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"818" "GeneID818" 0 0 0 0 6 0 1 0 0 0 0 0 0 0 0 0
"819" "GeneID819" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"820" "GeneID820" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"821" "GeneID821" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"822" "GeneID822" 0 0 1 0 2 0 0 0 0 0 0 0 0 1 0 0
"823" "GeneID823" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"824" "GeneID824" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"825" "GeneID825" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"826" "GeneID826" 26 9 5 1 280 197 221 141 2 3 2 0 4 4 1 3
"827" "GeneID827" 9 1 0 0 709 218 294 198 0 0 0 0 0 0 1 0
"828" "GeneID828" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"829" "GeneID829" 0 0 0 0 11 6 17 5 0 0 0 1 0 0 0 0
"830" "GeneID830" 1 0 0 0 4 1 4 1 0 0 0 0 0 0 0 0
"831" "GeneID831" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"832" "GeneID832" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"833" "GeneID833" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"834" "GeneID834" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"835" "GeneID835" 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0
"836" "GeneID836" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"837" "GeneID837" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"838" "GeneID838" 1 2 0 0 2 0 0 0 0 0 0 0 0 0 3 1
"839" "GeneID839" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"840" "GeneID840" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"841" "GeneID841" 0 0 0 0 0 0 1 0 1 0 1 5 1 3 1 0
"842" "GeneID842" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0
"843" "GeneID843" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"844" "GeneID844" 1 0 0 1 18 3 1 0 2 0 1 4 0 0 0 0
"845" "GeneID845" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"846" "GeneID846" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"847" "GeneID847" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"848" "GeneID848" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"849" "GeneID849" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"850" "GeneID850" 0 0 0 0 7 3 4 8 0 0 0 0 0 0 0 0
"851" "GeneID851" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"852" "GeneID852" 0 0 0 0 1 6 6 1 0 0 0 0 0 0 0 0
"853" "GeneID853" 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"854" "GeneID854" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"855" "GeneID855" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"856" "GeneID856" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"857" "GeneID857" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"858" "GeneID858" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"859" "GeneID859" 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"860" "GeneID860" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"861" "GeneID861" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"862" "GeneID862" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"863" "GeneID863" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"864" "GeneID864" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"865" "GeneID865" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"866" "GeneID866" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"867" "GeneID867" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"868" "GeneID868" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"869" "GeneID869" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"870" "GeneID870" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"871" "GeneID871" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"872" "GeneID872" 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0
"873" "GeneID873" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"874" "GeneID874" 1 0 0 1 19 19 25 20 0 0 0 0 0 0 0 0
"875" "GeneID875" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"876" "GeneID876" 1 0 0 0 11 5 2 0 0 0 0 0 0 0 0 0
"877" "GeneID877" 0 0 0 0 5 2 4 1 0 0 0 0 0 0 0 0
"878" "GeneID878" 0 1 0 0 1 3 0 3 0 0 0 0 0 0 0 0
"879" "GeneID879" 0 0 0 0 4 3 3 0 0 0 0 0 0 0 0 0
"880" "GeneID880" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"881" "GeneID881" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"882" "GeneID882" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"883" "GeneID883" 0 0 0 0 1 0 5 1 0 0 0 0 0 0 0 0
"884" "GeneID884" 0 0 0 0 13 8 7 3 0 0 0 0 0 0 0 0
"885" "GeneID885" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"886" "GeneID886" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"887" "GeneID887" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"888" "GeneID888" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"889" "GeneID889" 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0
"890" "GeneID890" 0 0 0 0 1 2 1 1 0 0 0 0 0 0 0 0
"891" "GeneID891" 0 0 0 0 0 3 0 1 0 0 0 0 0 0 0 0
"892" "GeneID892" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"893" "GeneID893" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"894" "GeneID894" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"895" "GeneID895" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"896" "GeneID896" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"897" "GeneID897" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"898" "GeneID898" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"899" "GeneID899" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"900" "GeneID900" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"901" "GeneID901" 2 0 0 0 47 1 3 0 0 0 0 0 0 0 0 0
"902" "GeneID902" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"903" "GeneID903" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"904" "GeneID904" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"905" "GeneID905" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"906" "GeneID906" 0 1 0 0 3 1 1 0 0 0 0 1 1 0 1 0
"907" "GeneID907" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"908" "GeneID908" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"909" "GeneID909" 0 1 2 2 106 115 118 180 0 0 1 0 0 0 0 0
"910" "GeneID910" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"911" "GeneID911" 10 5 2 5 542 410 580 1119 1 1 0 0 0 1 2 0
"912" "GeneID912" 169 76 34 75 595 366 408 990 6 7 4 3 9 7 4 5
"913" "GeneID913" 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0
"914" "GeneID914" 0 1 0 0 1 0 1 2 2 0 1 0 1 1 1 4
"915" "GeneID915" 3 0 0 5 584 330 475 1601 0 0 0 0 1 0 0 1
"916" "GeneID916" 21 11 14 29 652 270 493 1059 3 2 3 1 4 10 4 7
"917" "GeneID917" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"918" "GeneID918" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"919" "GeneID919" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"920" "GeneID920" 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"921" "GeneID921" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"922" "GeneID922" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"923" "GeneID923" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"924" "GeneID924" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"925" "GeneID925" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"926" "GeneID926" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"927" "GeneID927" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"928" "GeneID928" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"929" "GeneID929" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"930" "GeneID930" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"931" "GeneID931" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"932" "GeneID932" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"933" "GeneID933" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"934" "GeneID934" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"935" "GeneID935" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"936" "GeneID936" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"937" "GeneID937" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"938" "GeneID938" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"939" "GeneID939" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"940" "GeneID940" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"941" "GeneID941" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"942" "GeneID942" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"943" "GeneID943" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"944" "GeneID944" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"945" "GeneID945" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"946" "GeneID946" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"947" "GeneID947" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"948" "GeneID948" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"949" "GeneID949" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"950" "GeneID950" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"951" "GeneID951" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"952" "GeneID952" 0 0 0 0 9 8 20 8 0 0 0 0 0 0 0 0
"953" "GeneID953" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"954" "GeneID954" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"955" "GeneID955" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"956" "GeneID956" 0 0 0 26 0 0 0 518 0 0 1 1 0 0 1 0
